From,To,Distance
ETH,GMY,5300
ETH,GFR,5407
ETH,GDR,5300
ETH,POL,5039
ETH,AUH,4815
ETH,AUS,4815
ETH,HUN,4612
ETH,CZE,5074
ETH,CZR,5074
ETH,SLO,4782
ETH,ITA,4386
ETH,SNM,4622
ETH,MLT,3851
ETH,ALB,4018
ETH,SER,4275
ETH,MNG,4169
ETH,MAC,4033
ETH,CRO,4560
ETH,YUG,4275
ETH,BOS,4264
ETH,SLV,4711
ETH,GRC,3555
ETH,CYP,2942
ETH,BUL,3969
ETH,MLD,4324
ETH,RUM,4076
ETH,RUS,5122
ETH,EST,5686
ETH,LAT,5385
ETH,LIT,5144
ETH,UKR,4624
ETH,BLR,4998
ETH,ARM,3495
ETH,GRG,3506
ETH,AZE,3623
ETH,FIN,5786
ETH,SWD,5827
ETH,NOR,6046
ETH,DEN,5614
ETH,ICE,7692
ETH,CAP,6820
ETH,STP,3613
ETH,GNB,5942
ETH,EQG,3263
ETH,GAM,6041
ETH,MLI,5104
ETH,SEN,6128
ETH,BEN,3978
ETH,MAA,5971
ETH,NIR,4003
ETH,CDI,4855
ETH,GUI,5738
ETH,BFO,4398
ETH,LBR,5460
ETH,SIE,5711
ETH,GHA,4267
ETH,TOG,4143
ETH,CAO,3072
ETH,NIG,3905
ETH,GAB,3378
ETH,CEN,2275
ETH,CHA,2607
ETH,CON,2963
ETH,DRC,2963
ETH,UGA,1208
ETH,KEN,1133
ETH,TAZ,1678
ETH,ZAN,1686
ETH,BUI,1690
ETH,RWA,1465
ETH,SOM,1070
ETH,DJI,549
ETH,ERI,704
ETH,ANG,3402
ETH,MZM,3955
ETH,ZAM,2896
ETH,ZIM,3018
ETH,MAW,2517
ETH,SAF,3948
ETH,TRA,3948
ETH,OFS,4441
ETH,NAM,4168
ETH,LES,4401
ETH,BOT,3922
ETH,SWA,3977
ETH,MAG,3167
ETH,COM,2289
ETH,MAS,3838
ETH,SEY,2414
ETH,MOR,5366
ETH,ALG,4691
ETH,TUN,4166
ETH,LIB,3650
ETH,SUD,936
ETH,IRN,3178
ETH,TUR,3395
ETH,IRQ,2731
ETH,EGY,2455
ETH,SYR,2683
ETH,LEB,2696
ETH,JOR,2471
ETH,ISR,2586
ETH,SAU,1884
ETH,YAR,898
ETH,YEM,898
ETH,YPR,772
ETH,KUW,2426
ETH,BAH,2317
ETH,QAT,2265
ETH,UAE,2369
ETH,OMA,2625
ETH,AFG,4175
ETH,TKM,3696
ETH,TAJ,4417
ETH,KYR,5083
ETH,UZB,4663
ETH,KZK,5311
ETH,CHN,8311
ETH,TBT,5900
ETH,MON,7637
ETH,TAW,8880
ETH,KOR,9253
ETH,PRK,9130
ETH,ROK,9253
ETH,JPN,10426
ETH,IND,4562
ETH,BHU,5705
ETH,PAK,4419
ETH,BNG,5721
ETH,MYA,6269
ETH,SRI,4544
ETH,NEP,5286
ETH,MAD,3845
ETH,THI,6744
ETH,CAM,7230
ETH,LAO,6959
ETH,VNM,7434
ETH,DRV,7284
ETH,RVN,7421
ETH,MAL,6986
ETH,SIN,7259
ETH,BRU,8389
ETH,PHI,8940
ETH,INS,7732
ETH,ETM,9815
ETH,AUL,12435
ETH,PNG,12188
ETH,NEW,14424
ETH,VAN,14357
ETH,SOL,13451
ETH,FJI,15558
ETH,MSI,14050
ETH,PAL,10505
ETH,FSM,13082
ETH,WSM,14935
ERI,USA,11041
ERI,CAN,10600
ERI,BHM,11688
ERI,CUB,12318
ERI,HAI,11587
ERI,DOM,11365
ERI,JAM,12053
ERI,TRI,10765
ERI,BAR,10497
ERI,DMA,10672
ERI,GRN,10752
ERI,SLU,10639
ERI,SVG,10666
ERI,AAB,10600
ERI,SKN,10686
ERI,BLZ,13155
ERI,MEX,14005
ERI,GUA,13524
ERI,HON,13249
ERI,SAL,13441
ERI,NIC,13250
ERI,COS,13135
ERI,PAN,12704
ERI,COL,12314
ERI,VEN,11376
ERI,GUY,10528
ERI,SUR,10267
ERI,ECU,12930
ERI,PER,13097
ERI,BRA,10086
ERI,BOL,12229
ERI,PAR,11346
ERI,CHL,12727
ERI,ARG,11618
ERI,URU,11407
ERI,UK,5254
ERI,IRE,5747
ERI,NTH,5066
ERI,BEL,4954
ERI,LUX,4829
ERI,FRN,4937
ERI,MNC,4337
ERI,LIE,4453
ERI,SWZ,4503
ERI,SPN,4941
ERI,AND,4665
ERI,POR,5324
ERI,GMY,4657
ERI,GFR,4799
ERI,GDR,4657
ERI,POL,4370
ERI,AUH,4179
ERI,AUS,4179
ERI,HUN,3968
ERI,CZE,4437
ERI,CZR,4437
ERI,SLO,4142
ERI,ITA,3816
ERI,SNM,4031
ERI,MLT,3319
ERI,ALB,3400
ERI,SER,3637
ERI,MNG,3547
ERI,MAC,3400
ERI,CRO,3941
ERI,YUG,3637
ERI,BOS,3643
ERI,SLV,4095
ERI,GRC,2930
ERI,CYP,2257
ERI,BUL,3324
ERI,MLD,3640
ERI,RUM,3409
ERI,RUS,4419
ERI,EST,4997
ERI,LAT,4700
ERI,LIT,4459
ERI,UKR,3932
ERI,BLR,4309
ERI,ARM,2796
ERI,GRG,2808
ERI,AZE,2943
ERI,FIN,5095
ERI,SWD,5151
ERI,NOR,5385
ERI,DEN,4962
ERI,ICE,7063
ERI,CAP,6705
ERI,STP,3845
ERI,GNB,5910
ERI,EQG,3498
ERI,GAM,5978
ERI,MLI,5069
ERI,SEN,6048
ERI,BEN,4084
ERI,MAA,5833
ERI,NIR,3963
ERI,CDI,4930
ERI,GUI,5741
ERI,BFO,4373
ERI,LBR,5517
ERI,SIE,5730
ERI,GHA,4381
ERI,TOG,4243
ERI,CAO,3295
ERI,NIG,4013
ERI,GAB,3649
ERI,CEN,2545
ERI,CHA,2607
ERI,CON,3371
ERI,DRC,3371
ERI,UGA,1840
ERI,KEN,1833
ERI,TAZ,2380
ERI,ZAN,2389
ERI,BUI,2297
ERI,RWA,2064
ERI,SOM,1638
ERI,DJI,613
ERI,ETH,704
ERI,ANG,3848
ERI,MZM,4654
ERI,ZAM,3564
ERI,ZIM,3705
ERI,MAW,3212
ERI,SAF,4634
ERI,TRA,4634
ERI,OFS,5125
ERI,NAM,4779
ERI,LES,5087
ERI,BOT,4596
ERI,SWA,4673
ERI,MAG,3835
ERI,COM,2974
ERI,MAS,4432
ERI,SEY,2880
ERI,MOR,4991
ERI,ALG,4234
ERI,TUN,3664
ERI,LIB,3175
ERI,SUD,671
ERI,IRN,2528
ERI,TUR,2707
ERI,IRQ,2039
ERI,EGY,1804
ERI,SYR,1986
ERI,LEB,2002
ERI,JOR,1777
ERI,ISR,1898
ERI,SAU,1274
ERI,YAR,564
ERI,YEM,564
ERI,YPR,749
ERI,KUW,1782
ERI,BAH,1753
ERI,QAT,1709
ERI,UAE,1893
ERI,OMA,2223
ERI,AFG,3672
ERI,TKM,3084
ERI,TAJ,3866
ERI,KYR,4523
ERI,UZB,4087
ERI,KZK,4753
ERI,CHN,7861
ERI,TBT,5542
ERI,MON,7109
ERI,TAW,8576
ERI,KOR,8816
ERI,PRK,8675
ERI,ROK,8816
ERI,JPN,9986
ERI,IND,4190
ERI,BHU,5380
ERI,PAK,3951
ERI,BNG,5454
ERI,MYA,6104
ERI,SRI,4575
ERI,NEP,4953
ERI,MAD,3963
ERI,THI,6617
ERI,CAM,7122
ERI,LAO,6774
ERI,VNM,7326
ERI,DRV,7045
ERI,RVN,7314
ERI,MAL,6995
ERI,SIN,7287
ERI,BRU,8344
ERI,PHI,8764
ERI,INS,7841
ERI,ETM,9899
ERI,AUL,12797
ERI,PNG,12227
ERI,NEW,14904
ERI,VAN,14462
ERI,SOL,13450
ERI,FJI,15698
ERI,MSI,13779
ERI,PAL,10374
ERI,FSM,12882
ERI,WSM,14996
ANG,USA,10578
ANG,CAN,10548
ANG,BHM,10285
ANG,CUB,10912
ANG,HAI,9819
ANG,DOM,9574
ANG,JAM,10278
ANG,TRI,8498
ANG,BAR,8362
ANG,DMA,8560
ANG,GRN,8565
ANG,SLU,8548
ANG,SVG,8540
ANG,AAB,8691
ANG,SKN,8797
ANG,BLZ,11467
ANG,MEX,12632
ANG,GUA,11688
ANG,HON,11344
ANG,SAL,11538
ANG,NIC,11214
ANG,COS,10953
ANG,PAN,10431
ANG,COL,9782
ANG,VEN,9094
ANG,GUY,8062
ANG,SUR,7731
ANG,ECU,10185
ANG,PER,9833
ANG,BRA,6649
ANG,BOL,8817
ANG,PAR,7681
ANG,CHL,8941
ANG,ARG,7814
ANG,URU,7600
ANG,UK,6689
ANG,IRE,7037
ANG,NTH,6728
ANG,BEL,6520
ANG,LUX,6463
ANG,FRN,6331
ANG,MNC,5787
ANG,LIE,6150
ANG,SWZ,6049
ANG,SPN,5621
ANG,AND,5744
ANG,POR,5626
ANG,GMY,6682
ANG,GFR,6488
ANG,GDR,6682
ANG,POL,6724
ANG,AUH,6242
ANG,AUS,6242
ANG,HUN,6155
ANG,CZE,6458
ANG,CZR,6458
ANG,SLO,6246
ANG,ITA,5464
ANG,SNM,5762
ANG,MLT,4882
ANG,ALB,5506
ANG,SER,5844
ANG,MNG,5648
ANG,MAC,5630
ANG,CRO,5915
ANG,YUG,5844
ANG,BOS,5711
ANG,SLV,6011
ANG,GRC,5236
ANG,CYP,5236
ANG,BUL,5668
ANG,MLD,6314
ANG,RUM,5937
ANG,RUS,7379
ANG,EST,7531
ANG,LAT,7204
ANG,LIT,7003
ANG,UKR,6674
ANG,BLR,6934
ANG,ARM,6238
ANG,GRG,6260
ANG,AZE,6539
ANG,FIN,7638
ANG,SWD,7471
ANG,NOR,7469
ANG,DEN,7018
ANG,ICE,8526
ANG,CAP,4887
ANG,STP,1219
ANG,GNB,3834
ANG,EQG,1174
ANG,GAM,4045
ANG,MLI,3238
ANG,SEN,4182
ANG,BEN,1955
ANG,MAA,4319
ANG,NIR,2644
ANG,CDI,2585
ANG,GUI,3528
ANG,BFO,2761
ANG,LBR,3088
ANG,SIE,3439
ANG,GHA,2051
ANG,TOG,2055
ANG,CAO,1255
ANG,NIG,1912
ANG,GAB,989
ANG,CEN,1478
ANG,CHA,2243
ANG,CON,510
ANG,DRC,510
ANG,UGA,2323
ANG,KEN,2734
ANG,TAZ,2894
ANG,ZAN,2878
ANG,BUI,1873
ANG,RWA,2036
ANG,SOM,3737
ANG,DJI,3951
ANG,ETH,3402
ANG,ERI,3848
ANG,MZM,2858
ANG,ZAM,1842
ANG,ZIM,2175
ANG,MAW,2306
ANG,SAF,2479
ANG,TRA,2479
ANG,OFS,2705
ANG,NAM,1606
ANG,LES,2748
ANG,BOT,2238
ANG,SWA,2756
ANG,MAG,3888
ANG,COM,3321
ANG,MAS,4960
ANG,SEY,4708
ANG,MOR,5041
ANG,ALG,5022
ANG,TUN,4920
ANG,LIB,4471
ANG,SUD,3350
ANG,IRN,6257
ANG,TUR,5622
ANG,IRQ,5631
ANG,EGY,4656
ANG,SYR,5186
ANG,LEB,5148
ANG,JOR,4986
ANG,ISR,5012
ANG,SAU,5107
ANG,YAR,4273
ANG,YEM,4273
ANG,YPR,4170
ANG,KUW,5558
ANG,BAH,5598
ANG,QAT,5556
ANG,UAE,5730
ANG,OMA,6019
ANG,AFG,7520
ANG,TKM,6872
ANG,TAJ,7704
ANG,KYR,8350
ANG,UZB,7904
ANG,KZK,8581
ANG,CHN,11700
ANG,TBT,9299
ANG,MON,10947
ANG,TAW,12238
ANG,KOR,12649
ANG,PRK,12518
ANG,ROK,12649
ANG,JPN,13822
ANG,IND,7964
ANG,BHU,9095
ANG,PAK,7792
ANG,BNG,9077
ANG,MYA,9511
ANG,SRI,7554
ANG,NEP,8681
ANG,MAD,6750
ANG,THI,9918
ANG,CAM,10353
ANG,LAO,10212
ANG,VNM,10549
ANG,DRV,10597
ANG,RVN,10536
ANG,MAL,9884
ANG,SIN,10091
ANG,BRU,11334
ANG,PHI,12131
ANG,INS,10308
ANG,ETM,12295
ANG,AUL,13353
ANG,PNG,14583
ANG,NEW,14232
ANG,VAN,16072
ANG,SOL,15817
ANG,FJI,16686
ANG,MSI,17236
ANG,PAL,13549
ANG,FSM,16155
ANG,WSM,16674
MZM,USA,13403
MZM,CAN,13406
MZM,BHM,12905
MZM,CUB,13481
MZM,HAI,12336
MZM,DOM,12101
MZM,JAM,12752
MZM,TRI,10898
MZM,BAR,10839
MZM,DMA,11031
MZM,GRN,10999
MZM,SLU,11029
MZM,SVG,11006
MZM,AAB,11240
MZM,SKN,11345
MZM,BLZ,13858
MZM,MEX,15024
MZM,GUA,13976
MZM,HON,13640
MZM,SAL,13808
MZM,NIC,13454
MZM,COS,13141
MZM,PAN,12629
MZM,COL,11891
MZM,VEN,11431
MZM,GUY,10396
MZM,SUR,10056
MZM,ECU,12089
MZM,PER,11294
MZM,BRA,8310
MZM,BOL,10229
MZM,PAR,8809
MZM,CHL,9566
MZM,ARG,8503
MZM,URU,8302
MZM,UK,9138
MZM,IRE,9559
MZM,NTH,9089
MZM,BEL,8908
MZM,LUX,8820
MZM,FRN,8774
MZM,MNC,8170
MZM,LIE,8459
MZM,SWZ,8413
MZM,SPN,8247
MZM,AND,8257
MZM,POR,8345
MZM,GMY,8878
MZM,GFR,8823
MZM,GDR,8878
MZM,POL,8751
MZM,AUH,8391
MZM,AUS,8391
MZM,HUN,8236
MZM,CZE,8641
MZM,CZR,8641
MZM,SLO,8376
MZM,ITA,7739
MZM,SNM,8028
MZM,MLT,7133
MZM,ALB,7577
MZM,SER,7892
MZM,MNG,7734
MZM,MAC,7650
MZM,CRO,8083
MZM,YUG,7892
MZM,BOS,7818
MZM,SLV,8214
MZM,GRC,7181
MZM,CYP,6790
MZM,BUL,7631
MZM,MLD,8130
MZM,RUM,7818
MZM,RUS,9033
MZM,EST,9488
MZM,LAT,9167
MZM,LIT,8932
MZM,UKR,8463
MZM,BLR,8810
MZM,ARM,7450
MZM,GRG,7461
MZM,AZE,7565
MZM,FIN,9593
MZM,SWD,9553
MZM,NOR,9677
MZM,DEN,9217
MZM,ICE,11056
MZM,CAP,7688
MZM,STP,4067
MZM,GNB,6643
MZM,EQG,3947
MZM,GAM,6866
MZM,MLI,6093
MZM,SEN,7007
MZM,BEN,4805
MZM,MAA,7171
MZM,NIR,5446
MZM,CDI,5422
MZM,GUI,6330
MZM,BFO,5608
MZM,LBR,5876
MZM,SIE,6232
MZM,GHA,4909
MZM,TOG,4912
MZM,CAO,3950
MZM,NIG,4758
MZM,GAB,3807
MZM,CEN,3663
MZM,CHA,4637
MZM,CON,3057
MZM,DRC,3057
MZM,UGA,2902
MZM,KEN,2822
MZM,TAZ,2338
MZM,ZAN,2325
MZM,BUI,2584
MZM,RWA,2787
MZM,SOM,3413
MZM,DJI,4328
MZM,ETH,3955
MZM,ERI,4654
MZM,ANG,2858
MZM,ZAM,1293
MZM,ZIM,1012
MZM,MAW,1448
MZM,SAF,433
MZM,TRA,433
MZM,OFS,706
MZM,NAM,1619
MZM,LES,618
MZM,BOT,692
MZM,SWA,133
MZM,MAG,1795
MZM,COM,2019
MZM,MAS,2655
MZM,SEY,3432
MZM,MOR,7780
MZM,ALG,7569
MZM,TUN,7296
MZM,LIB,6777
MZM,SUD,4571
MZM,IRN,7085
MZM,TUR,7244
MZM,IRQ,6686
MZM,EGY,6234
MZM,SYR,6584
MZM,LEB,6583
MZM,JOR,6365
MZM,ISR,6459
MZM,SAU,5780
MZM,YAR,4740
MZM,YEM,4740
MZM,YPR,4451
MZM,KUW,6340
MZM,BAH,6133
MZM,QAT,6075
MZM,UAE,6050
MZM,OMA,6133
MZM,AFG,7721
MZM,TKM,7523
MZM,TAJ,8069
MZM,KYR,8723
MZM,UZB,8369
MZM,KZK,8934
MZM,CHN,11299
MZM,TBT,8791
MZM,MON,11016
MZM,TAW,11115
MZM,KOR,12084
MZM,PRK,12057
MZM,ROK,12084
MZM,JPN,13128
MZM,IND,7689
MZM,BHU,8499
MZM,PAK,7846
MZM,BNG,8291
MZM,MYA,8320
MZM,SRI,6228
MZM,NEP,8175
MZM,MAD,5438
MZM,THI,8535
MZM,CAM,8829
MZM,LAO,8965
MZM,VNM,8989
MZM,DRV,9473
MZM,RVN,8978
MZM,MAL,8089
MZM,SIN,8198
MZM,BRU,9443
MZM,PHI,10537
MZM,INS,8145
MZM,ETM,9889
MZM,AUL,10496
MZM,PNG,11964
MZM,NEW,11595
MZM,VAN,13218
MZM,SOL,13101
MZM,FJI,13879
MZM,MSI,14952
MZM,PAL,11561
MZM,FSM,13893
MZM,WSM,13816
ZAM,USA,12375
ZAM,CAN,12286
ZAM,BHM,12126
ZAM,CUB,12750
ZAM,HAI,11647
ZAM,DOM,11402
ZAM,JAM,12100
ZAM,TRI,10293
ZAM,BAR,10176
ZAM,DMA,10374
ZAM,GRN,10369
ZAM,SLU,10363
ZAM,SVG,10353
ZAM,AAB,10521
ZAM,SKN,10626
ZAM,BLZ,13277
ZAM,MEX,14451
ZAM,GUA,13477
ZAM,HON,13131
ZAM,SAL,13320
ZAM,NIC,12985
ZAM,COS,12706
ZAM,PAN,12182
ZAM,COL,11497
ZAM,VEN,10876
ZAM,GUY,9836
ZAM,SUR,9499
ZAM,ECU,11828
ZAM,PER,11276
ZAM,BRA,8128
ZAM,BOL,10217
ZAM,PAR,8911
ZAM,CHL,9924
ZAM,ARG,8805
ZAM,URU,8593
ZAM,UK,7845
ZAM,IRE,8267
ZAM,NTH,7797
ZAM,BEL,7615
ZAM,LUX,7527
ZAM,FRN,7481
ZAM,MNC,6876
ZAM,LIE,7169
ZAM,SWZ,7120
ZAM,SPN,6969
ZAM,AND,6967
ZAM,POR,7090
ZAM,GMY,7596
ZAM,GFR,7532
ZAM,GDR,7596
ZAM,POL,7489
ZAM,AUH,7112
ZAM,AUS,7112
ZAM,HUN,6964
ZAM,CZE,7360
ZAM,CZR,7360
ZAM,SLO,7098
ZAM,ITA,6448
ZAM,SNM,6738
ZAM,MLT,5842
ZAM,ALB,6302
ZAM,SER,6622
ZAM,MNG,6458
ZAM,MAC,6381
ZAM,CRO,6801
ZAM,YUG,6622
ZAM,BOS,6541
ZAM,SLV,6929
ZAM,GRC,5917
ZAM,CYP,5587
ZAM,BUL,6369
ZAM,MLD,6895
ZAM,RUM,6570
ZAM,RUS,7841
ZAM,EST,8242
ZAM,LAT,7917
ZAM,LIT,7686
ZAM,UKR,7237
ZAM,BLR,7572
ZAM,ARM,6338
ZAM,GRG,6353
ZAM,AZE,6507
ZAM,FIN,8348
ZAM,SWD,8288
ZAM,NOR,8398
ZAM,DEN,7937
ZAM,ICE,9763
ZAM,CAP,6718
ZAM,STP,2963
ZAM,GNB,5666
ZAM,EQG,2783
ZAM,GAM,5870
ZAM,MLI,5024
ZAM,SEN,6005
ZAM,BEN,3690
ZAM,MAA,6106
ZAM,NIR,4261
ZAM,CDI,4407
ZAM,GUI,5364
ZAM,BFO,4470
ZAM,LBR,4928
ZAM,SIE,5277
ZAM,GHA,3840
ZAM,TOG,3816
ZAM,CAO,2752
ZAM,NIG,3633
ZAM,GAB,2679
ZAM,CEN,2383
ZAM,CHA,3356
ZAM,CON,1893
ZAM,DRC,1893
ZAM,UGA,1732
ZAM,KEN,1804
ZAM,TAZ,1543
ZAM,ZAN,1526
ZAM,BUI,1338
ZAM,RWA,1561
ZAM,SOM,2648
ZAM,DJI,3353
ZAM,ETH,2896
ZAM,ERI,3564
ZAM,ANG,1842
ZAM,MZM,1293
ZAM,ZIM,347
ZAM,MAW,594
ZAM,SAF,1113
ZAM,TRA,1113
ZAM,OFS,1581
ZAM,NAM,1425
ZAM,LES,1558
ZAM,BOT,1035
ZAM,SWA,1251
ZAM,MAG,2065
ZAM,COM,1662
ZAM,MAS,3132
ZAM,SEY,3186
ZAM,MOR,6535
ZAM,ALG,6284
ZAM,TUN,6003
ZAM,LIB,5484
ZAM,SUD,3376
ZAM,IRN,6075
ZAM,TUR,6034
ZAM,IRQ,5599
ZAM,EGY,5015
ZAM,SYR,5409
ZAM,LEB,5400
ZAM,JOR,5190
ZAM,ISR,5271
ZAM,SAU,4778
ZAM,YAR,3758
ZAM,YEM,3758
ZAM,YPR,3518
ZAM,KUW,5323
ZAM,BAH,5188
ZAM,QAT,5133
ZAM,UAE,5178
ZAM,OMA,5341
ZAM,AFG,6946
ZAM,TKM,6581
ZAM,TAJ,7242
ZAM,KYR,7910
ZAM,UZB,7513
ZAM,KZK,8133
ZAM,CHN,10863
ZAM,TBT,8340
ZAM,MON,10376
ZAM,TAW,11009
ZAM,KOR,11742
ZAM,PRK,11668
ZAM,ROK,11742
ZAM,JPN,12876
ZAM,IND,7107
ZAM,BHU,8080
ZAM,PAK,7132
ZAM,BNG,7956
ZAM,MYA,8187
ZAM,SRI,6118
ZAM,NEP,7707
ZAM,MAD,5298
ZAM,THI,8508
ZAM,CAM,8884
ZAM,LAO,8875
ZAM,VNM,9066
ZAM,DRV,9331
ZAM,RVN,9054
ZAM,MAL,8286
ZAM,SIN,8456
ZAM,BRU,9718
ZAM,PHI,10661
ZAM,INS,8576
ZAM,ETM,10502
ZAM,AUL,11635
ZAM,PNG,12751
ZAM,NEW,12871
ZAM,VAN,14286
ZAM,SOL,13976
ZAM,FJI,15071
ZAM,MSI,15553
ZAM,PAL,11923
ZAM,FSM,14455
ZAM,WSM,14907
ZIM,USA,12721
ZIM,CAN,12633
ZIM,BHM,12452
ZIM,CUB,13071
ZIM,HAI,11960
ZIM,DOM,11717
ZIM,JAM,12409
ZIM,TRI,10592
ZIM,BAR,10483
ZIM,DMA,10680
ZIM,GRN,10672
ZIM,SLU,10671
ZIM,SVG,10659
ZIM,AAB,10836
ZIM,SKN,10942
ZIM,BLZ,13579
ZIM,MEX,14756
ZIM,GUA,13767
ZIM,HON,13422
ZIM,SAL,13608
ZIM,NIC,13269
ZIM,COS,12983
ZIM,PAN,12460
ZIM,COL,11763
ZIM,VEN,11168
ZIM,GUY,10127
ZIM,SUR,9788
ZIM,ECU,12070
ZIM,PER,11464
ZIM,BRA,8341
ZIM,BOL,10399
ZIM,PAR,9062
ZIM,CHL,10013
ZIM,ARG,8905
ZIM,URU,8695
ZIM,UK,8144
ZIM,IRE,8574
ZIM,NTH,8087
ZIM,BEL,7908
ZIM,LUX,7817
ZIM,FRN,7781
ZIM,MNC,7172
ZIM,LIE,7455
ZIM,SWZ,7413
ZIM,SPN,7292
ZIM,AND,7277
ZIM,POR,7423
ZIM,GMY,7867
ZIM,GFR,7820
ZIM,GDR,7867
ZIM,POL,7739
ZIM,AUH,7380
ZIM,AUS,7380
ZIM,HUN,7224
ZIM,CZE,7630
ZIM,CZR,7630
ZIM,SLO,7364
ZIM,ITA,6734
ZIM,SNM,7021
ZIM,MLT,6129
ZIM,ALB,6566
ZIM,SER,6880
ZIM,MNG,6722
ZIM,MAC,6638
ZIM,CRO,7073
ZIM,YUG,6880
ZIM,BOS,6807
ZIM,SLV,7204
ZIM,GRC,6169
ZIM,CYP,5795
ZIM,BUL,6620
ZIM,MLD,7125
ZIM,RUM,6809
ZIM,RUS,8044
ZIM,EST,8480
ZIM,LAT,8158
ZIM,LIT,7924
ZIM,UKR,7460
ZIM,BLR,7804
ZIM,ARM,6497
ZIM,GRG,6510
ZIM,AZE,6642
ZIM,FIN,8586
ZIM,SWD,8541
ZIM,NOR,8666
ZIM,DEN,8206
ZIM,ICE,10066
ZIM,CAP,7057
ZIM,STP,3309
ZIM,GNB,6005
ZIM,EQG,3130
ZIM,GAM,6211
ZIM,MLI,5369
ZIM,SEN,6347
ZIM,BEN,4036
ZIM,MAA,6452
ZIM,NIR,4607
ZIM,CDI,4748
ZIM,GUI,5701
ZIM,BFO,4817
ZIM,LBR,5263
ZIM,SIE,5614
ZIM,GHA,4184
ZIM,TOG,4162
ZIM,CAO,3098
ZIM,NIG,3980
ZIM,GAB,3026
ZIM,CEN,2709
ZIM,CHA,3680
ZIM,CON,2240
ZIM,DRC,2240
ZIM,UGA,1909
ZIM,KEN,1894
ZIM,TAZ,1521
ZIM,ZAN,1505
ZIM,BUI,1572
ZIM,RWA,1778
ZIM,SOM,2641
ZIM,DJI,3439
ZIM,ETH,3018
ZIM,ERI,3705
ZIM,ANG,2175
ZIM,MZM,1012
ZIM,ZAM,347
ZIM,MAW,527
ZIM,SAF,929
ZIM,TRA,929
ZIM,OFS,1424
ZIM,NAM,1548
ZIM,LES,1382
ZIM,BOT,932
ZIM,SWA,995
ZIM,MAG,1768
ZIM,COM,1487
ZIM,MAS,2825
ZIM,SEY,3023
ZIM,MOR,6871
ZIM,ALG,6601
ZIM,TUN,6303
ZIM,LIB,5780
ZIM,SUD,3575
ZIM,IRN,6187
ZIM,TUR,6246
ZIM,IRQ,5745
ZIM,EGY,5232
ZIM,SYR,5600
ZIM,LEB,5595
ZIM,JOR,5381
ZIM,ISR,5470
ZIM,SAU,4883
ZIM,YAR,3850
ZIM,YEM,3850
ZIM,YPR,3587
ZIM,KUW,5437
ZIM,BAH,5271
ZIM,QAT,5214
ZIM,UAE,5232
ZIM,OMA,5366
ZIM,AFG,6972
ZIM,TKM,6667
ZIM,TAJ,7287
ZIM,KYR,7952
ZIM,UZB,7569
ZIM,KZK,8172
ZIM,CHN,10799
ZIM,TBT,8270
ZIM,MON,10369
ZIM,TAW,10858
ZIM,KOR,11655
ZIM,PRK,11593
ZIM,ROK,11655
ZIM,JPN,12770
ZIM,IND,7071
ZIM,BHU,8000
ZIM,PAK,7138
ZIM,BNG,7852
ZIM,MYA,8032
ZIM,SRI,5948
ZIM,NEP,7640
ZIM,MAD,5130
ZIM,THI,8329
ZIM,CAM,8688
ZIM,LAO,8713
ZIM,VNM,8866
ZIM,DRV,9183
ZIM,RVN,8854
ZIM,MAL,8058
ZIM,SIN,8216
ZIM,BRU,9478
ZIM,PHI,10456
ZIM,INS,8303
ZIM,ETM,10204
ZIM,AUL,11289
ZIM,PNG,12432
ZIM,NEW,12547
ZIM,VAN,13941
ZIM,SOL,13648
ZIM,FJI,14726
ZIM,MSI,15272
ZIM,PAL,11673
ZIM,FSM,14176
ZIM,WSM,14561
MAW,USA,12690
MAW,CAN,12537
MAW,BHM,12566
MAW,CUB,13201
MAW,HAI,12122
MAW,DOM,11876
MAW,JAM,12583
MAW,TRI,10802
MAW,BAR,10668
MAW,DMA,10866
MAW,GRN,10870
MAW,SLU,10854
MAW,SVG,10847
MAW,AAB,10993
MAW,SKN,11098
MAW,BLZ,13773
MAW,MEX,14937
MAW,GUA,13992
MAW,HON,13647
MAW,SAL,13839
MAW,NIC,13512
MAW,COS,13241
MAW,PAN,12718
MAW,COL,12047
MAW,VEN,11394
MAW,GUY,10358
MAW,SUR,10024
MAW,ECU,12398
MAW,PER,11868
MAW,BRA,8715
MAW,BOL,10810
MAW,PAR,9504
MAW,CHL,10502
MAW,ARG,9387
MAW,URU,9175
MAW,UK,7831
MAW,IRE,8277
MAW,NTH,7750
MAW,BEL,7581
MAW,LUX,7483
MAW,FRN,7470
MAW,MNC,6854
MAW,LIE,7114
MAW,SWZ,7087
MAW,SPN,7051
MAW,AND,6996
MAW,POR,7223
MAW,GMY,7495
MAW,GFR,7480
MAW,GDR,7495
MAW,POL,7337
MAW,AUH,7005
MAW,AUS,7005
MAW,HUN,6838
MAW,CZE,7259
MAW,CZR,7259
MAW,SLO,6985
MAW,ITA,6396
MAW,SNM,6677
MAW,MLT,5796
MAW,ALB,6187
MAW,SER,6493
MAW,MNG,6344
MAW,MAC,6248
MAW,CRO,6706
MAW,YUG,6493
MAW,BOS,6431
MAW,SLV,6842
MAW,GRC,5773
MAW,CYP,5347
MAW,BUL,6221
MAW,MLD,6696
MAW,RUM,6394
MAW,RUS,7586
MAW,EST,8059
MAW,LAT,7741
MAW,LIT,7504
MAW,UKR,7024
MAW,BLR,7377
